Country,Biome,Elevation,Vegetation,MAT,MAP,Soil_microbial_biomass_carbon,Soil_microbial_biomass_nitrogen,Soil_microbial_biomass_phosphorus,Soil_organic_carbon,Total_nitrogen,Total_organic_phosphorus,pH,Lower_depth,Method
United States of America,Desert,1202~2504,"Grasslands composed of black grama (Bouteloua eriopoda); shrublands including tarbush stands (Flourensia cernua), mesquite dunes (Prosopis glandulosa), and creosotebush (Larrea tridentata)",15.6,210,,0.5,,,107.1,,,10,FE
United States of America,Desert,1202~2504,"Grasslands composed of black grama (Bouteloua eriopoda); shrublands including tarbush stands (Flourensia cernua), mesquite dunes (Prosopis glandulosa), and creosotebush (Larrea tridentata)",15.6,210,,1,,,111.1,,,10,FE
United States of America,Desert,1202~2504,"Grasslands composed of black grama (Bouteloua eriopoda); shrublands including tarbush stands (Flourensia cernua), mesquite dunes (Prosopis glandulosa), and creosotebush (Larrea tridentata)",15.6,210,,0.5,,,71.4,,,10,FE
United States of America,Desert,1202~2504,Tarbush (Flourensia cernua),15.6,210,,1.2,0.27,,,,,10,FI
United States of America,Desert,1202~2504,Mesquite dunes (Prosopis glandulosa),15.6,210,,0.81,0.15,,,,,10,FI
United States of America,Desert,1202~2504,Creosotebush (Larrea tridentata),15.6,210,,1.3,0.3,,,,,10,FI
United States of America,Desert,,Black grama (Bouteloua eriopoda),15.6,210,,0.76,0.22,,,,,10,FI
United States of America,Desert,,Black grama (bouteloua eriopoda),15.6,210,,2.89,,475,64.29,,,10,FE
United States of America,Desert,,Black grama (bouteloua eriopoda),15.6,210,,1.34,,341.67,50,,,10,FE
United States of America,Desert,,Black grama (bouteloua eriopoda),15.6,210,,1.12,,208.33,57.14,,,10,FE
United States of America,Desert,,Black grama (bouteloua eriopoda),15.6,210,,0.75,,308.33,64.29,,,10,FE
United States of America,Desert,,Black grama (bouteloua eriopoda),15.6,210,,3.6,,1658.33,114.29,,,10,FE
United States of America,Desert,,Black grama (bouteloua eriopoda),15.6,210,,1.78,,508.33,57.14,,,10,FE
United States of America,Desert,,Black grama (bouteloua eriopoda),15.6,210,,0.81,,325,71.43,,,10,FE
United States of America,Desert,,Black grama (bouteloua eriopoda),15.6,210,,0.71,,275,50,,,10,FE
United States of America,Desert,,,,,,,0.2,,,24.3,,,FE
United States of America,Desert,,,,,,,0.1,,,24.3,,,FE
United States of America,Desert,,,,,,,0.1,,,24.8,,,FE
United States of America,Desert,,,,,,,0.6,,,24.2,,,FE
United States of America,Desert,962,"Larrea tridentata, Agave lechuguilla",19,357,3.86,,,461.67,42.14,,,15,FE
United States of America,Desert,962,"Larrea tridentata, Agave lechuguilla",19,357,8.23,,,532.5,44.29,,,15,FE
Denmark,Glacier,,,,,40.83333333,,,,,,,,
Denmark,Glacier,,,,,19.16666667,,,,,,,,
Denmark,Glacier,,,,,25,,,,,,,,
Denmark,Glacier,,,,,22.5,,,,,,,,
Denmark,Glacier,,,,,25,,,,,,,,
Denmark,Glacier,,,,,66.66666667,,,,,,,,
Denmark,Glacier,,,,,62.5,,,,,,,,
Denmark,Glacier,,,,,50,,,,,,,,
Denmark,Glacier,,,,,41.66666667,,,,,,,,
Norway,Glacier,,"Saxifraga oppositifolia L., Poa alpina L., and Draba spp.",-5.7,487,4.583333333,,,1183.333333,21.42857143,,6.7,0,SIR
Norway,Glacier,,"Saxifraga oppositifolia L., Poa alpina L., and Draba spp.",-5.7,487,16.75,,,1750,57.14285714,,6.7,0,SIR
Norway,Glacier,,"Saxifraga oppositifolia L., Poa alpina L., and Draba spp.",-5.7,487,18.41666667,,,8416.666667,435.7142857,,5.8,3,SIR
Norway,Glacier,,"Saxifraga oppositifolia L., Poa alpina L., and Draba spp.",-5.7,487,60.33333333,,,18250,921.4285714,,5.7,3,SIR
Svalbard,Glacier,,Bare soil,-5.7,487,5,,,1333.33,14.29,,,2,SIR
Svalbard,Glacier,,Few grass grown in rock,-5.7,487,21.67,,,1508.33,35.71,,,2,SIR
Svalbard,Glacier,,50% mosses,-5.7,487,27.5,,,5800,264.29,,,2,SIR
Svalbard,Glacier,,"lichens, mosses",-5.7,487,85.83,,,12083.33,592.86,,,2,SIR
Australia,Grassland,,perennial tussock,,,30.4,,,950,43.43,2.94,,7.5,FI
Australia,Grassland,,perennial tussock,,,23.4,,,866.67,42.07,2.87,,7.5,FI
Australia,Grassland,,perennial tussock,,,16.6,,,691.67,40.64,2.61,,7.5,FI
Australia,Grassland,,perennial tussock,,,12.43,,,591.67,29.57,3,,7.5,FI
Australia,Grassland,,perennial tussock,,,10.17,,,508.33,25.14,4.23,,7.5,FI
Australia,Grassland,,sweet grass,,510,54.08,,,583.33,42.86,,8.9,10,FE
Australia,Grassland,,sweet grass,,510,62.33,,,1166.67,64.29,,5.5,10,FE
Australia,Grassland,,sweet grass,,500,60.58,,,666.67,57.14,,7.4,10,FE
Australia,Grassland,,sweet grass,,500,70.75,,,1250,92.86,,5.6,10,FE
Bangladesh,Grassland,,grassland,26,1800,32.84,,,1050,76.43,,5.6,15,FI
Belgium,Grassland,,mixed herbs,,,1.25,,,91.67,9.29,,4.3,30,SIR
Belgium,Grassland,,grass,,,44.58,,,5100,226.43,,5.4,30,SIR
Belgium,Grassland,,grass,,,21.25,,,1866.67,101.43,,5.6,30,SIR
Belgium,Grassland,,grass,,,55.83,,,3341.67,195.71,,6.5,30,SIR
Belgium,Grassland,,mixed herbs,,,14.5,,,883.33,59.29,,6.4,30,SIR
Belgium,Grassland,,herbs,,,33.83,,,1141.67,67.14,,5.7,30,SIR
China,Grassland,,,14.1,1200,37,3.857142857,0.741935484,2067.039106,109.267503,10.50900119,7.28,20,FE
China,Grassland,,Fallow grassland,,,11.05,,0.22,333.33,39.29,36.13,5.9,20,FE
China,Grassland,,meadow steppe,-1.6,449,40.5,6.7,,2820,210,,,5,FI
China,Grassland,,typical steppe,-0.4,358,48.8,6.5,,2180,180,,,5,FI
China,Grassland,,typical steppe,-0.3,323,45.9,6.2,,1770,150,,,5,FI
China,Grassland,,typical steppe,-1.38,330,66.4,9.2,,2380,210,,,5,FI
China,Grassland,,typical steppe,-1.34,320,38.4,5.8,,1810,130,,,5,FI
China,Grassland,,typical steppe,-0.47,285,39.8,5.9,,1680,140,,,5,FI
China,Grassland,,typical steppe,-0.5,273,58.7,7.2,,1950,180,,,5,FI
China,Grassland,,typical steppe,0.53,196,13.3,1.8,,630,60,,,5,FI
China,Grassland,,Desert stepp,2.6,128,12.8,1.5,,300,30,,,5,FI
China,Grassland,,Desert stepp,2.73,120,4.9,1,,140,10,,,5,FI
China,Grassland,,Desert stepp,4.09,90,5.8,0.9,,200,20,,,5,FI
China,Grassland,,Grazing pasture,-0.4,358,50.2,6.8,,2420,200,,,5,FI
China,Grassland,,Grazing pasture,-0.3,323,36.3,5.4,,1350,120,,,5,FI
China,Grassland,,meadow steppe,-1.6,449,26.2,4.3,,2290,170,,,10,FI
China,Grassland,,typical steppe,-0.4,358,29.1,4.5,,1550,130,,,10,FI
China,Grassland,,typical steppe,-0.3,323,37.9,5,,1360,130,,,10,FI
China,Grassland,,typical steppe,-1.38,330,29,3.2,,1560,120,,,10,FI
China,Grassland,,typical steppe,-1.34,320,35,3.9,,1640,140,,,10,FI
China,Grassland,,typical steppe,-0.47,285,50.9,5.6,,2110,220,,,10,FI
China,Grassland,,typical steppe,-0.5,273,59.4,7.1,,2370,190,,,10,FI
China,Grassland,,typical steppe,0.53,196,13.8,2.3,,630,60,,,10,FI
China,Grassland,,Desert stepp,2.6,128,12,1.4,,380,40,,,10,FI
China,Grassland,,Desert stepp,2.73,120,8.2,1.2,,240,30,,,10,FI
China,Grassland,,Desert stepp,4.09,90,4.3,0.8,,210,20,,,10,FI
China,Grassland,,Grazing pasture,-0.4,358,29.8,3.9,,1450,130,,,10,FI
China,Grassland,,Grazing pasture,-0.3,323,30.1,4.3,,1210,110,,,10,FI
China,Grassland,1200,Typical steppe (Leymus chinensis),0.7,335,26.66666667,,,1277.5,132.1428571,,7.45,5,FE
China,Grassland,1200,Typical steppe (Leymus chinensis),0.7,335,15.83333333,,,1098.333333,113.5714286,,7.45,10,FE
China,Grassland,1200,Typical steppe (Leymus chinensis),0.7,335,44.16666667,,,1971.666667,175.7142857,,7.45,5,FE
China,Grassland,1200,Typical steppe (Leymus chinensis),0.7,335,20,,,1546.666667,147.1428571,,7.45,10,FE
China,Grassland,1200,Typical steppe (Leymus chinensis),0.7,335,35,,,1595.833333,151.4285714,,7.45,5,FE
China,Grassland,1200,Typical steppe (Leymus chinensis),0.7,335,20,,,1241.666667,118.5714286,,7.45,10,FE
China,Grassland,1200,Typical steppe (Leymus chinensis),0.7,335,32.5,,,1686.666667,150.7142857,,7.45,5,FE
China,Grassland,1200,Typical steppe (Leymus chinensis),0.7,335,14.16666667,,,1376.666667,129.2857143,,7.45,10,FE
China,Grassland,1376-1388,"Chamaerhodos erecta, Artemisia frigida, Stipa krylovii",2.1,385,8.75,2.71,,583.33,54.29,,,15,FE
China,Grassland,1376-1388,"Chamaerhodos erecta, Artemisia frigida, Stipa krylovii",2.1,385,8.33,2.14,,641.03,45.59,,,15,FE
China,Grassland,1376-1388,"Chamaerhodos erecta, Artemisia frigida, Stipa krylovii",2.1,385,17.5,2.86,,530.3,48.43,,,15,FE
China,Grassland,1376-1388,"Chamaerhodos erecta, Artemisia frigida, Stipa krylovii",2.1,385,15.83,3,,510.75,53.57,,,15,FE
China,Grassland,1376-1388,"Chamaerhodos erecta, Artemisia frigida, Stipa krylovii",2.1,385,16.25,2.93,,560.34,53.25,,,15,FE
China,Grassland,1376-1388,"Chamaerhodos erecta, Artemisia frigida, Stipa krylovii",2.1,385,15,2.29,,652.17,54.42,,,15,FE
China,Grassland,1376-1388,"Chamaerhodos erecta, Artemisia frigida, Stipa krylovii",2.1,385,20,2.5,,571.43,51.02,,,15,FE
China,Grassland,1376-1388,"Chamaerhodos erecta, Artemisia frigida, Stipa krylovii",2.1,385,16,2.21,,571.43,48.14,,,15,FE
China,Grassland,1376-1388,"Chamaerhodos erecta, Artemisia frigida, Stipa krylovii",2.1,385,10.83,1,,570.18,45.45,,,15,FE
China,Grassland,1376-1388,"Chamaerhodos erecta, Artemisia frigida, Stipa krylovii",2.1,385,6.25,0.86,,480.77,40.82,,,15,FE
China,Grassland,1376-1388,"Chamaerhodos erecta, Artemisia frigida, Stipa krylovii",2.1,385,7.5,0.93,,535.71,38.69,,,15,FE
China,Grassland,1376-1388,"Chamaerhodos erecta, Artemisia frigida, Stipa krylovii",2.1,385,6.67,0.86,,606.06,37.27,,,15,FE
China,Grassland,1376-1388,"Agropyron cristatum, Leymus chinensis, Artemisia frigida",2.1,385,14.17,2.36,,674.6,57.49,,,15,FE
China,Grassland,1376-1388,"Agropyron cristatum, Leymus chinensis, Artemisia frigida",2.1,385,11.67,2.5,,729.17,58.14,,,15,FE
China,Grassland,1376-1388,"Agropyron cristatum, Leymus chinensis, Artemisia frigida",2.1,385,15,3.29,,600,75.53,,,15,FE
China,Grassland,1376-1388,"Agropyron cristatum, Leymus chinensis, Artemisia frigida",2.1,385,15.83,3.21,,879.63,79.37,,,15,FE
China,Grassland,1376-1388,"Agropyron cristatum, Leymus chinensis, Artemisia frigida",2.1,385,22.08,2.86,,690.1,58.31,,,15,FE
China,Grassland,1376-1388,"Agropyron cristatum, Leymus chinensis, Artemisia frigida",2.1,385,17.5,2.36,,648.15,58.93,,,15,FE
China,Grassland,1376-1388,"Agropyron cristatum, Leymus chinensis, Artemisia frigida",2.1,385,25,3.43,,694.44,58.11,,,15,FE
China,Grassland,1376-1388,"Agropyron cristatum, Leymus chinensis, Artemisia frigida",2.1,385,22.5,3.21,,803.57,60.65,,,15,FE
China,Grassland,1376-1388,"Agropyron cristatum, Leymus chinensis, Artemisia frigida",2.1,385,16.67,2.14,,694.44,54.95,,,15,FE
China,Grassland,1376-1388,"Agropyron cristatum, Leymus chinensis, Artemisia frigida",2.1,385,10.83,1.64,,722.22,51.34,,,15,FE
China,Grassland,1376-1388,"Agropyron cristatum, Leymus chinensis, Artemisia frigida",2.1,385,17.08,2.43,,683.33,55.19,,,15,FE
China,Grassland,1376-1388,"Agropyron cristatum, Leymus chinensis, Artemisia frigida",2.1,385,12.5,1.93,,735.29,60.27,,,15,FE
China,Grassland,1298,< 6% vegetation,8.8,510,3.33,1,,158.33,15,,8.8,,FE
China,Grassland,1235,Astragalus adsurgens,8.8,510,5.08,1.57,,233.33,22.86,,8.65,,FE
China,Grassland,1282,Panicum virgatum,8.8,510,3.92,1.07,,225,21.43,,8.6,,FE
China,Grassland,1311,Heteropappus altaicus,8.8,510,8.08,1.86,,416.67,40.71,,8.53,,FE
China,Grassland,1298,Artemisia capillaries,8.8,510,9.42,1.79,,391.67,38.57,,8.57,,FE
Colombia,Grassland,150,Grass-legume,27,2240,14.36,2.52,0.21,2366.67,128.57,8.77,4.8,10,FE
Costa Rica,Grassland,,,25.9,4300,161.33,,,3775,200,,4.98,15,FE
Costa Rica,Grassland,,,25.9,4300,92.75,,,3383.33,164.29,,4.7,15,FE
Costa Rica,Grassland,,,25.9,4300,49.67,,,3225,135.71,,4.53,15,FE
Costa Rica,Grassland,,,25.9,4300,63.5,,,2183.33,142.86,,6.45,15,FE
Costa Rica,Grassland,,,25.9,4300,48.08,,,1983.33,135.71,,6.35,15,FE
Costa Rica,Grassland,,,25.9,4300,24.58,,,1483.33,185.71,,6.36,15,FE
Costa Rica,Grassland,,,25.9,4300,198.83,,,3775,200,,4.98,15,FE
Costa Rica,Grassland,,,25.9,4300,112.25,,,3383.33,164.29,,4.7,15,FE
Costa Rica,Grassland,,,25.9,4300,92.92,,,3225,135.71,,4.53,15,FE
Costa Rica,Grassland,,,25.9,4300,107.5,,,2183.33,142.86,,6.45,15,FE
Costa Rica,Grassland,,,25.9,4300,63.08,,,1983.33,135.71,,6.35,15,FE
Costa Rica,Grassland,,,25.9,4300,9.17,,,1483.33,185.71,,6.36,15,FE
Czech,Grassland,,"meadow with holcus, agrastis and poa",7.3,605,45.83333333,,,1833.333333,171.4285714,,5.3,10,FI
Czech Republic,Grassland,,meadow,,,66.8,7.1,3.8,5900,340,25,,,FI
Czech Republic,Grassland,,meadow,,,156,19,7.8,9500,550,31,,,FI
Ethiopia,Grassland,550,Wooded grassland,,700,12.5,,,1000,,,6.8,10,SIR
Ethiopia,Grassland,550,Wooded grassland,,900,62.5,,,6833.33,,,7,10,SIR
Finland,Grassland,,Finland grass,,,20.08,4.11,,2033.33,122.86,,5.6,10,FE
France,Grassland,,,,,18.33,,,1108.33,84.29,,,22,FE
France,Grassland,,,,,25.83,,,1050,85.71,,,22,FE
Germany,Grassland,,,,,27.5,,,1500,128.57,,5.1,10,FE and SIR
Germany,Grassland,,,,,75,,,3216.67,,,,10,FE
Germany,Grassland,,grassland,,,125.92,16.57,,2416.67,250,,7,,FE
Germany,Grassland,,,,,42.58,9.71,,2041.67,164.29,,7.4,10,FI
Germany,Grassland,,,,,43.58,8.29,,2041.67,164.29,,7.4,10,FI
Germany,Grassland,,,,,46.33,7.79,,2041.67,164.29,,7.4,10,FI
Germany,Grassland,,,,,42,9.57,,2041.67,164.29,,7.4,10,FI
Germany,Grassland,,,,,24.67,6.21,,2041.67,164.29,,7.4,10,FI
Germany,Grassland,,,,,7.25,1.5,,2041.67,164.29,,7.4,10,FI
Germany,Grassland,,Meadow,,3.45,30.76,,,891.67,96.43,,7.2,20,"FE, FI, and SIR"
Germany,Grassland,,Meadow,,6.34,129.97,,,2050,290.71,,7.1,20,"FE, FI, and SIR"
Germany,Grassland,,Meadow,,0.1,17.57,,,17566.67,475,,3.7,20,"FE, FI, and SIR"
Germany,Grassland,,meadow,,,95.58,,,3650,316.02,,6.5,10,FE
Germany,Grassland,,meadow,,,36.92,,,1866.67,177.78,,6.7,20,FE
Germany,Grassland,,meadow,,,21.75,,,1375,137.04,,6.8,30,FE
Germany,Grassland,,meadow,,,84.42,,,8216.67,435.71,,5.5,,SIR and FI
Germany,Grassland,,meadow,,,136.08,,,9366.67,642.86,,6.8,,SIR and FI
Germany,Grassland,,grassland,,,108.17,,,1466.67,,,,10,SIR
Germany,Grassland,,,,,105.17,,,4083.33,,,5.8,20,PLFA
India,Grassland,,,25,1400,34.66666667,3,0.677419355,1240,107,7.838709677,,15,FI
India,Grassland,110,Heteropoogon contortus,20,1263,22.58,,0.65,750,87.86,9.35,6.6,10,FI
India,Grassland,76,Imperata cylindrica,20,1263,55.58,,1.13,1000,81.43,7.74,6.3,10,FI
Inner Mongolia,Grassland,1450,Desert steppe (Stipa breviflora),3.4,280,39.16666667,,,1257.5,115,,7.6,5,FE
Inner Mongolia,Grassland,1450,Desert steppe (Stipa breviflora),3.4,280,35.83333333,,,1211.666667,117.1428571,,7.6,10,FE
Inner Mongolia,Grassland,1450,Desert steppe (Stipa breviflora),3.4,280,37.5,,,1218.333333,118.5714286,,7.6,5,FE
Inner Mongolia,Grassland,1450,Desert steppe (Stipa breviflora),3.4,280,30,,,1229.166667,116.4285714,,7.6,10,FE
Inner Mongolia,Grassland,1450,Desert steppe (Stipa breviflora),3.4,280,41.25,,,1140.833333,117.1428571,,7.6,5,FE
Inner Mongolia,Grassland,1450,Desert steppe (Stipa breviflora),3.4,280,34.16666667,,,1161.666667,122.1428571,,7.6,10,FE
Inner Mongolia,Grassland,1450,Desert steppe (Stipa breviflora),3.4,280,35,,,1189.166667,127.1428571,,7.6,5,FE
Inner Mongolia,Grassland,1450,Desert steppe (Stipa breviflora),3.4,280,33.33333333,,,1180.833333,118.5714286,,7.6,10,FE
Ireland,Grassland,,,,,29.83,,,2258.33,178.57,,6.2,30,FE
Ireland,Grassland,,,,,13.83,,,2075,157.14,,6,30,FE
Israel,Grassland,-70,"Plantago ovata, Salsola tetrandra",23,120,17.3,6.07,,480,,,,2,FE
Israel,Grassland,-70,"Plantago ovata, Salsola tetrandra",23,120,5.6,1.79,,430,,,,10,FE
Italy,Grassland,,,,,66.25,,,2116.67,171.43,,7.8,20,FE
Japan,Grassland,,Grassland,,,10.91666667,1.771428571,,6225,462.8571429,,6.1,10,FE
New Zealand,Grassland,800,short tussock and browntop,8,1400,140.83,,0.52,6375,328.57,33.39,,5,FE
New Zealand,Grassland,800,short tussock and browntop,8,1400,103.17,,0.39,4775,257.14,30.97,,10,FE
New Zealand,Grassland,800,short tussock and browntop,8,1400,67.75,,0.16,3241.67,178.57,26.48,,20,FE
New Zealand,Grassland,800,short tussock and browntop,8,1400,26.58,,0.03,1733.33,107.14,20.19,,30,FE
New Zealand,Grassland,800,grassland,8,1400,118.08,,1.21,6483.33,305.71,31.65,,5,FE
New Zealand,Grassland,,grass,,,22.08,,0.23,1625,71.43,3.74,5.2,7.5,FE
New Zealand,Grassland,,grass,,,30.67,,0.29,3275,271.43,12.94,5.3,7.5,FE
New Zealand,Grassland,,grass,,,103.67,,2.65,10866.67,521.43,19.26,5.4,7.5,FE
New Zealand,Grassland,,grass,,,41.58,,0.39,4416.67,335.71,20.29,5.7,7.5,FE
New Zealand,Grassland,,grass,,,40.42,,0.48,4091.67,221.43,21.39,5.2,7.5,FE
New Zealand,Grassland,,grass,,,20.42,,0.32,2100,142.86,22.26,6,7.5,FE
New Zealand,Grassland,,grass,,,45.83,,0.42,3041.67,235.71,26.23,5.7,7.5,FE
New Zealand,Grassland,,grass,,,47.08,,0.97,2416.67,214.29,27.81,7,7.5,FE
New Zealand,Grassland,,grass,,,102.08,,2.13,6558.33,478.57,29.16,5.6,7.5,FE
New Zealand,Grassland,,grass,,,71.17,,0.48,4166.67,342.86,30.26,5.7,7.5,FE
New Zealand,Grassland,,grass,,,67.08,,1.19,3300,271.43,34.06,6.5,7.5,FE
New Zealand,Grassland,,grass,,,56.08,,0.58,7408.33,442.86,36.35,5.3,7.5,FE
New Zealand,Grassland,,grass,,,45.83,,0.58,4616.67,314.29,42.29,5.1,7.5,FE
New Zealand,Grassland,,grass,,,71.08,,1.1,7783.33,607.14,51.13,5.7,7.5,FE
New Zealand,Grassland,,grass,,,49.17,,0.65,5650,500,88.58,5.4,7.5,FE
New Zealand,Grassland,,Tussock (Chionochloa rigida) and hard tussock (Festuca novae-zelandiae),,,100.3,10.1,0.9,3583.3,185.7,,,15,FE
New Zealand,Grassland,,Tussock (Chionochloa rigida) and hard tussock (Festuca novae-zelandiae),,,134.8,17.4,1.8,4226.5,247.6,,,15,FE
New Zealand,Grassland,975,Tussok,,,246.67,29.43,4.45,7083.33,271.43,,4.7,,FE
New Zealand,Grassland,975,Tussok,,,189.17,28.64,6.32,6083.33,257.14,,4.8,,FE
New Zealand,Grassland,975,Tussok,,,242.5,25.86,4.42,6750,285.71,,5.1,,FE
New Zealand,Grassland,975,Tussok,,,188.33,28.36,5.26,5833.33,257.14,,5.2,,FE
New Zealand,Grassland,975,tall tussock,,,246.67,29.43,4.45,7083.33,271.43,,4.7,2,FE
New Zealand,Grassland,975,tall tussock,,,189.17,28.64,6.32,6083.33,257.14,,4.8,2,FE
New Zealand,Grassland,975,tall tussock,,,242.5,25.86,4.42,6750,285.71,,5.1,2,FE
New Zealand,Grassland,975,tall tussock,,,188.33,28.36,5.26,5833.33,257.14,,5.2,2,FE
New Zealand,Grassland,,,,,79.17,,,2166.67,150,,6.2,8,FI and ATP
New Zealand,Grassland,,,,,93.33,,,2416.67,157.14,,6,8,FI and ATP
New Zealand,Grassland,,,,,135,,,10166.67,278.57,,4.5,8,FI and ATP
New Zealand,Grassland,,,,,109.17,,,4333.33,250,,4.7,8,FI and ATP
New Zealand,Grassland,,Tussock grass,,,77.5,,,2166.67,150,,6.2,8,FI
New Zealand,Grassland,,Tussock grass,,,93.33,,,2416.67,157.14,,6,8,FI
New Zealand,Grassland,,Tussock grass,,,88.33,,,3166.67,178.57,,5.6,8,FI
New Zealand,Grassland,,Tussock grass,,,102.5,,,4000,207.14,,4.9,8,FI
New Zealand,Grassland,,Tussock grass,,,223.33,,,16666.67,507.14,,4.4,8,FI
New Zealand,Grassland,,Tussock grass,,,109.17,,,4333.33,250,,4.7,8,FI
New Zealand,Grassland,,Tussock grass,,,231.67,,,7083.33,407.14,,4.4,8,FI
New Zealand,Grassland,,Tussock grass,,,66.67,,,3583.33,207.14,,5,8,FI
New Zealand,Grassland,,Tussock grass,,,44.17,,,2083.33,164.29,,5.8,8,FI
New Zealand,Grassland,1240,Tussock,6,1600,222.5,31.71,,7583.33,328.57,,5,10,FI
New Zealand,Grassland,1240,Tussock,6,1600,93.33,13.79,,4833.33,228.57,,5.1,20,FI
New Zealand,Grassland,440,herb,,500-600,41.5,7,0.68,1708.33,110,15.77,,10,FE
New Zealand,Grassland,440,herb,,500-600,30.58,5.43,0.42,1250,87.14,15.16,,10,FE
New Zealand,Grassland,440,herb,,500-600,33.33,7.21,0.55,1358.33,99.29,16.06,,10,FE
New Zealand,Grassland,,,,,62.17,,,6875,421.43,,5.77,7.5,FE
New Zealand,Grassland,,,,,48.83,,,8258.33,514.29,,5.52,7.5,FE
New Zealand,Grassland,,,,,49.58,,,6441.67,450,,5.4,7.5,FE
New Zealand,Grassland,,,,,48.25,,,6275,350,,5.57,7.5,FE
New Zealand,Grassland,,,,,55.92,,,6308.33,378.57,,5.16,7.5,FE
New Zealand,Grassland,,,,,39.67,,,4241.67,228.57,,5.99,7.5,FE
New Zealand,Grassland,,,,,55.67,,,6133.33,471.43,,5.64,7.5,FE
New Zealand,Grassland,,,,,53.83,,,6466.67,550,,5.59,7.5,FE
New Zealand,Grassland,,,,,66.5,,,7400,500,,5.75,7.5,FE
New Zealand,Grassland,,,,,74.25,,,8183.33,585.71,,5.46,7.5,FE
New Zealand,Grassland,,,,,64.67,,,7591.67,557.14,,6.15,7.5,FE
New Zealand,Grassland,,,,,72.83,,,8466.67,578.57,,5.77,7.5,FE
